Nome_Município,Nome_UF,Código Município Completo,Quantidade de Beneficiados,Valor
Alta Floresta D'Oeste,Rondônia,1100015,1403,232541.0
Alto Alegre dos Parecis,Rondônia,1100379,686,120971.0
Alto Paraíso,Rondônia,1100403,966,145255.0
Alvorada D'Oeste,Rondônia,1100346,1120,154464.0
Ariquemes,Rondônia,1100023,3276,518218.0
Buritis,Rondônia,1100452,1794,292162.0
Cabixi,Rondônia,1100031,168,25892.0
Cacaulândia,Rondônia,1100601,223,28489.0
Cacoal,Rondônia,1100049,2627,465018.0
Campo Novo de Rondônia,Rondônia,1100700,531,76140.0
Candeias do Jamari,Rondônia,1100809,2541,452658.0
Castanheiras,Rondônia,1100908,177,32352.0
Cerejeiras,Rondônia,1100056,634,98866.0
Chupinguaia,Rondônia,1100924,390,85414.0
Colorado do Oeste,Rondônia,1100064,329,51411.0
Corumbiara,Rondônia,1100072,377,55790.0
Costa Marques,Rondônia,1100080,1502,284087.0
Cujubim,Rondônia,1100940,994,142793.0
Espigão D'Oeste,Rondônia,1100098,1321,239652.0
Governador Jorge Teixeira,Rondônia,1101005,756,116401.0
Guajará-Mirim,Rondônia,1100106,2721,534240.0
Itapuã do Oeste,Rondônia,1101104,509,85055.0
Jaru,Rondônia,1100114,1899,240437.0
Ji-Paraná,Rondônia,1100122,2143,298485.0
Machadinho D'Oeste,Rondônia,1100130,1738,229584.0
Ministro Andreazza,Rondônia,1101203,433,66190.0
Mirante da Serra,Rondônia,1101302,717,118815.0
Monte Negro,Rondônia,1101401,558,87034.0
Nova Brasilândia D'Oeste,Rondônia,1100148,1312,187519.0
Nova Mamoré,Rondônia,1100338,1155,194707.0
Nova União,Rondônia,1101435,333,44131.0
Novo Horizonte do Oeste,Rondônia,1100502,596,71215.0
Ouro Preto do Oeste,Rondônia,1100155,922,144607.0
Parecis,Rondônia,1101450,236,35290.0
Pimenta Bueno,Rondônia,1100189,761,132769.0
Pimenteiras do Oeste,Rondônia,1101468,152,29942.0
Porto Velho,Rondônia,1100205,20876,3616870.0
Presidente Médici,Rondônia,1100254,1435,238356.0
Primavera de Rondônia,Rondônia,1101476,158,27542.0
Rio Crespo,Rondônia,1100262,156,30142.0
Rolim de Moura,Rondônia,1100288,1305,181240.0
Santa Luzia D'Oeste,Rondônia,1100296,390,61338.0
São Felipe D'Oeste,Rondônia,1101484,124,16094.0
São Francisco do Guaporé,Rondônia,1101492,894,127158.0
São Miguel do Guaporé,Rondônia,1100320,737,103126.0
Seringueiras,Rondônia,1101500,792,114876.0
Teixeirópolis,Rondônia,1101559,225,38798.0
Theobroma,Rondônia,1101609,464,67919.0
Urupá,Rondônia,1101708,745,120523.0
Vale do Anari,Rondônia,1101757,580,104752.0
Vale do Paraíso,Rondônia,1101807,474,91976.0
Vilhena,Rondônia,1100304,2488,400388.0
Acrelândia,Acre,1200013,1546,301157.0
Assis Brasil,Acre,1200054,1332,445651.0
Brasiléia,Acre,1200104,3026,616559.0
Bujari,Acre,1200138,1324,305050.0
Capixaba,Acre,1200179,1410,325687.0
Cruzeiro do Sul,Acre,1200203,10114,3354150.0
Epitaciolândia,Acre,1200252,1663,355070.0
Feijó,Acre,1200302,4569,1418405.0
Jordão,Acre,1200328,1261,500257.0
Mâncio Lima,Acre,1200336,3080,1084338.0
Manoel Urbano,Acre,1200344,1679,587040.0
Marechal Thaumaturgo,Acre,1200351,2653,858146.0
Plácido de Castro,Acre,1200385,1439,263177.0
Porto Acre,Acre,1200807,2541,584364.0
Porto Walter,Acre,1200393,1474,501557.0
Rio Branco,Acre,1200401,20685,5086592.0
Rodrigues Alves,Acre,1200427,2357,741840.0
Santa Rosa do Purus,Acre,1200435,1031,431104.0
Sena Madureira,Acre,1200500,6613,2001944.0
Senador Guiomard,Acre,1200450,3824,1043008.0
Tarauacá,Acre,1200609,6931,2552568.0
Xapuri,Acre,1200708,1912,393504.0
Alvarães,Amazonas,1300029,2208,637593.0
Amaturá,Amazonas,1300060,1445,316770.0
Anamã,Amazonas,1300086,1897,602437.0
Anori,Amazonas,1300102,2885,758323.0
Apuí,Amazonas,1300144,1239,260801.0
Atalaia do Norte,Amazonas,1300201,1771,720279.0
Autazes,Amazonas,1300300,7188,2107142.0
Barcelos,Amazonas,1300409,2220,473250.0
Barreirinha,Amazonas,1300508,5115,1717880.0
Benjamin Constant,Amazonas,1300607,5045,1625011.0
Beruri,Amazonas,1300631,4500,1366502.0
Boa Vista do Ramos,Amazonas,1300680,2210,670032.0
Boca do Acre,Amazonas,1300706,4608,1087319.0
Borba,Amazonas,1300805,4685,1492312.0
Caapiranga,Amazonas,1300839,1926,429205.0
Canutama,Amazonas,1300904,2410,759953.0
Carauari,Amazonas,1301001,5636,1829630.0
Careiro,Amazonas,1301100,4989,987795.0
Careiro da Várzea,Amazonas,1301159,3623,1101507.0
Coari,Amazonas,1301209,9294,2266545.0
Codajás,Amazonas,1301308,3151,755074.0
Eirunepé,Amazonas,1301407,5073,1760139.0
Envira,Amazonas,1301506,2785,1071075.0
Fonte Boa,Amazonas,1301605,3322,828637.0
Guajará,Amazonas,1301654,2459,914495.0
Humaitá,Amazonas,1301704,6797,1744406.0
Ipixuna,Amazonas,1301803,3524,1061870.0
Iranduba,Amazonas,1301852,10851,2086493.0
Itacoatiara,Amazonas,1301902,10516,2548100.0
Itamarati,Amazonas,1301951,1597,540191.0
Itapiranga,Amazonas,1302009,1527,348198.0
Japurá,Amazonas,1302108,885,291630.0
Juruá,Amazonas,1302207,1523,509873.0
Jutaí,Amazonas,1302306,3173,1123297.0
Lábrea,Amazonas,1302405,7647,2505231.0
Manacapuru,Amazonas,1302504,16973,4015521.0
Manaquiri,Amazonas,1302553,2809,668741.0
Manaus,Amazonas,1302603,106287,18725068.0
Manicoré,Amazonas,1302702,5192,1161062.0
Maraã,Amazonas,1302801,2768,1076397.0
Maués,Amazonas,1302900,8832,2746080.0
Nhamundá,Amazonas,1303007,3460,1064114.0
Nova Olinda do Norte,Amazonas,1303106,3915,1118940.0
Novo Airão,Amazonas,1303205,2046,465162.0
Novo Aripuanã,Amazonas,1303304,2948,857530.0
Parintins,Amazonas,1303403,14794,3534106.0
Pauini,Amazonas,1303502,2936,976262.0
Presidente Figueiredo,Amazonas,1303536,3467,754151.0
Rio Preto da Eva,Amazonas,1303569,2778,543901.0
Santa Isabel do Rio Negro,Amazonas,1303601,2049,636705.0
Santo Antônio do Içá,Amazonas,1303700,4093,1188994.0
São Gabriel da Cachoeira,Amazonas,1303809,4874,1756253.0
São Paulo de Olivença,Amazonas,1303908,3862,1211429.0
São Sebastião do Uatumã,Amazonas,1303957,1474,318306.0
Silves,Amazonas,1304005,1926,526056.0
Tabatinga,Amazonas,1304062,6433,1252534.0
Tapauá,Amazonas,1304104,2357,409267.0
Tefé,Amazonas,1304203,7965,2311326.0
Tonantins,Amazonas,1304237,3003,837215.0
Uarini,Amazonas,1304260,2252,777726.0
Urucará,Amazonas,1304302,2724,679285.0
Urucurituba,Amazonas,1304401,3443,1085920.0
Alto Alegre,Roraima,1400050,1905,443202.0
Amajari,Roraima,1400027,1226,383816.0
Boa Vista,Roraima,1400100,13944,2760006.0
Bonfim,Roraima,1400159,2106,652006.0
Cantá,Roraima,1400175,2256,703459.0
Caracaraí,Roraima,1400209,3038,789123.0
Caroebe,Roraima,1400233,1301,289873.0
Iracema,Roraima,1400282,1230,264456.0
Mucajaí,Roraima,1400308,2968,681886.0
Normandia,Roraima,1400407,1644,694845.0
Pacaraima,Roraima,1400456,1326,366205.0
Rorainópolis,Roraima,1400472,3046,741732.0
São João da Baliza,Roraima,1400506,781,156073.0
São Luiz,Roraima,1400605,868,201978.0
Uiramutã,Roraima,1400704,1308,654536.0
Abaetetuba,Pará,1500107,31803,6991012.0
Abel Figueiredo,Pará,1500131,1099,272270.0
Acará,Pará,1500206,10551,2202078.0
Afuá,Pará,1500305,6527,1546276.0
Água Azul do Norte,Pará,1500347,2353,478335.0
Alenquer,Pará,1500404,10549,2012604.0
Almeirim,Pará,1500503,5223,1792132.0
Altamira,Pará,1500602,9529,2068037.0
Anajás,Pará,1500701,4880,1550682.0
Ananindeua,Pará,1500800,26750,4122506.0
Anapu,Pará,1500859,4926,1364226.0
Augusto Corrêa,Pará,1500909,7369,1808552.0
Aurora do Pará,Pará,1500958,3750,820111.0
Aveiro,Pará,1501006,1871,513025.0
Bagre,Pará,1501105,3472,1056033.0
Baião,Pará,1501204,5921,1263854.0
Bannach,Pará,1501253,338,69112.0
Barcarena,Pará,1501303,12959,2530522.0
Belém,Pará,1501402,102214,18043788.0
Belterra,Pará,1501451,2490,443165.0
Benevides,Pará,1501501,9438,2294588.0
Bom Jesus do Tocantins,Pará,1501576,1917,386125.0
Bonito,Pará,1501600,1847,309985.0
Bragança,Pará,1501709,14602,2931185.0
Brasil Novo,Pará,1501725,2347,509012.0
Brejo Grande do Araguaia,Pará,1501758,906,187359.0
Breu Branco,Pará,1501782,6270,1521748.0
Breves,Pará,1501808,16072,3981892.0
Bujaru,Pará,1501907,5117,1505903.0
Cachoeira do Arari,Pará,1502004,4382,1220922.0
Cachoeira do Piriá,Pará,1501956,3913,1158402.0
Cametá,Pará,1502103,18853,3961951.0
Canaã dos Carajás,Pará,1502152,3407,749198.0
Capanema,Pará,1502202,6787,1286559.0
Capitão Poço,Pará,1502301,7253,1208384.0
Castanhal,Pará,1502400,12020,1800782.0
Chaves,Pará,1502509,2943,894498.0
Colares,Pará,1502608,1802,431588.0
Conceição do Araguaia,Pará,1502707,2953,464917.0
Concórdia do Pará,Pará,1502756,4937,1293888.0
Cumaru do Norte,Pará,1502764,1117,238319.0
Curionópolis,Pará,1502772,2863,504224.0
Curralinho,Pará,1502806,5297,1500685.0
Curuá,Pará,1502855,2072,504069.0
Curuçá,Pará,1502905,8086,1815100.0
Dom Eliseu,Pará,1502939,3851,706585.0
Eldorado do Carajás,Pará,1502954,3045,519913.0
Faro,Pará,1503002,1632,489262.0
Floresta do Araguaia,Pará,1503044,2026,381682.0
Garrafão do Norte,Pará,1503077,4492,871340.0
Goianésia do Pará,Pará,1503093,2894,550578.0
Gurupá,Pará,1503101,5683,2123589.0
Igarapé-Açu,Pará,1503200,6020,999529.0
Igarapé-Miri,Pará,1503309,9514,1847483.0
Inhangapi,Pará,1503408,1622,312277.0
Ipixuna do Pará,Pará,1503457,5510,1252311.0
Irituia,Pará,1503507,6133,1034450.0
Itaituba,Pará,1503606,11717,2473450.0
Itupiranga,Pará,1503705,5702,1240337.0
Jacareacanga,Pará,1503754,2393,740922.0
Jacundá,Pará,1503804,6561,1726559.0
Juruti,Pará,1503903,5182,1170254.0
Limoeiro do Ajuru,Pará,1504000,5146,1026605.0
Mãe do Rio,Pará,1504059,6049,1172058.0
Magalhães Barata,Pará,1504109,1110,226908.0
Marabá,Pará,1504208,12616,2325718.0
Maracanã,Pará,1504307,5801,1065572.0
Marapanim,Pará,1504406,3756,731324.0
Marituba,Pará,1504422,12324,2355563.0
Medicilândia,Pará,1504455,4037,1004743.0
Melgaço,Pará,1504505,3921,1157391.0
Mocajuba,Pará,1504604,6245,1858000.0
Moju,Pará,1504703,14254,3419737.0
Mojuí dos Campos,Pará,1504752,3087,710700.0
Monte Alegre,Pará,1504802,9051,1585500.0
Muaná,Pará,1504901,6515,1589405.0
Nova Esperança do Piriá,Pará,1504950,4064,1275589.0
Nova Ipixuna,Pará,1504976,1315,265059.0
Nova Timboteua,Pará,1505007,2168,381321.0
Novo Progresso,Pará,1505031,1479,267730.0
Novo Repartimento,Pará,1505064,5347,1071307.0
Óbidos,Pará,1505106,5962,1374457.0
Oeiras do Pará,Pará,1505205,6046,1711244.0
Oriximiná,Pará,1505304,7751,1520635.0
Ourém,Pará,1505403,3296,752258.0
Ourilândia do Norte,Pará,1505437,3667,777224.0
Pacajá,Pará,1505486,6879,1853779.0
Palestina do Pará,Pará,1505494,1390,374501.0
Paragominas,Pará,1505502,8940,1535933.0
Parauapebas,Pará,1505536,8457,1481065.0
Pau D'Arco,Pará,1505551,907,193867.0
Peixe-Boi,Pará,1505601,1012,187914.0
Piçarra,Pará,1505635,1230,238061.0
Placas,Pará,1505650,2824,788382.0
Ponta de Pedras,Pará,1505700,4667,833620.0
Portel,Pará,1505809,7054,1581277.0
Porto de Moz,Pará,1505908,5597,1941239.0
Prainha,Pará,1506005,7338,2260538.0
Primavera,Pará,1506104,1788,460790.0
Quatipuru,Pará,1506112,2182,536543.0
Redenção,Pará,1506138,5059,1006207.0
Rio Maria,Pará,1506161,1158,203715.0
Rondon do Pará,Pará,1506187,3439,780211.0
Rurópolis,Pará,1506195,3794,849262.0
Salinópolis,Pará,1506203,3880,721238.0
Salvaterra,Pará,1506302,4420,881887.0
Santa Bárbara do Pará,Pará,1506351,2273,458328.0
Santa Cruz do Arari,Pará,1506401,1788,473732.0
Santa Izabel do Pará,Pará,1506500,5925,933486.0
Santa Luzia do Pará,Pará,1506559,4096,961225.0
Santa Maria das Barreiras,Pará,1506583,2143,376074.0
Santa Maria do Pará,Pará,1506609,3299,558969.0
Santana do Araguaia,Pará,1506708,4237,798875.0
Santarém,Pará,1506807,25782,5323995.0
Santarém Novo,Pará,1506906,1697,396419.0
Santo Antônio do Tauá,Pará,1507003,3949,744259.0
São Caetano de Odivelas,Pará,1507102,2625,507069.0
São Domingos do Araguaia,Pará,1507151,2834,605665.0
São Domingos do Capim,Pará,1507201,4948,1291658.0
São Félix do Xingu,Pará,1507300,6644,1646386.0
São Francisco do Pará,Pará,1507409,2427,411601.0
São Geraldo do Araguaia,Pará,1507458,2866,509491.0
São João da Ponta,Pará,1507466,1026,273678.0
São João de Pirabas,Pará,1507474,2943,561933.0
São João do Araguaia,Pará,1507508,2221,592903.0
São Miguel do Guamá,Pará,1507607,7840,1552999.0
São Sebastião da Boa Vista,Pará,1507706,5050,1521538.0
Sapucaia,Pará,1507755,407,82283.0
Senador José Porfírio,Pará,1507805,3168,923992.0
Soure,Pará,1507904,3570,845329.0
Tailândia,Pará,1507953,7984,1505207.0
Terra Alta,Pará,1507961,2396,479523.0
Terra Santa,Pará,1507979,2614,610943.0
Tomé-Açu,Pará,1508001,8697,1805965.0
Tracuateua,Pará,1508035,4932,1191823.0
Trairão,Pará,1508050,2007,397973.0
Tucumã,Pará,1508084,1628,227997.0
Tucuruí,Pará,1508100,9214,1648049.0
Ulianópolis,Pará,1508126,3073,718504.0
Uruará,Pará,1508159,5681,1244505.0
Vigia,Pará,1508209,7244,1323706.0
Viseu,Pará,1508308,8634,2565665.0
Vitória do Xingu,Pará,1508357,1119,263628.0
Xinguara,Pará,1508407,3208,636344.0
Amapá,Amapá,1600105,2009,518353.0
Calçoene,Amapá,1600204,1293,279436.0
Cutias,Amapá,1600212,750,270559.0
Ferreira Gomes,Amapá,1600238,716,154013.0
Itaubal,Amapá,1600253,1542,446242.0
Laranjal do Jari,Amapá,1600279,5938,1310309.0
Macapá,Amapá,1600303,28434,6249961.0
Mazagão,Amapá,1600402,4025,1394417.0
Oiapoque,Amapá,1600501,2002,347578.0
Pedra Branca do Amapari,Amapá,1600154,1671,504395.0
Porto Grande,Amapá,1600535,2379,670804.0
Pracuúba,Amapá,1600550,548,170817.0
Santana,Amapá,1600600,13587,3233673.0
Serra do Navio,Amapá,1600055,807,210970.0
Tartarugalzinho,Amapá,1600709,1852,578241.0
Vitória do Jari,Amapá,1600808,2280,786289.0
Abreulândia,Tocantins,1700251,201,38741.0
Aguiarnópolis,Tocantins,1700301,509,100201.0
Aliança do Tocantins,Tocantins,1700350,552,116184.0
Almas,Tocantins,1700400,804,191563.0
Alvorada,Tocantins,1700707,650,138344.0
Ananás,Tocantins,1701002,1195,258760.0
Angico,Tocantins,1701051,224,38587.0
Aparecida do Rio Negro,Tocantins,1701101,324,68358.0
Aragominas,Tocantins,1701309,483,98131.0
Araguacema,Tocantins,1701903,398,61456.0
Araguaçu,Tocantins,1702000,493,78215.0
Araguaína,Tocantins,1702109,6260,837752.0
Araguanã,Tocantins,1702158,725,185301.0
Araguatins,Tocantins,1702208,2765,465305.0
Arapoema,Tocantins,1702307,365,57802.0
Arraias,Tocantins,1702406,1286,313522.0
Augustinópolis,Tocantins,1702554,1354,246517.0
Aurora do Tocantins,Tocantins,1702703,368,60667.0
Axixá do Tocantins,Tocantins,1702901,1807,455542.0
Babaçulândia,Tocantins,1703008,1000,216973.0
Bandeirantes do Tocantins,Tocantins,1703057,256,42104.0
Barra do Ouro,Tocantins,1703073,393,92634.0
Barrolândia,Tocantins,1703107,546,84764.0
Bernardo Sayão,Tocantins,1703206,368,86833.0
Bom Jesus do Tocantins,Tocantins,1703305,514,149300.0
Brasilândia do Tocantins,Tocantins,1703602,180,41182.0
Brejinho de Nazaré,Tocantins,1703701,418,66789.0
Buriti do Tocantins,Tocantins,1703800,744,123674.0
Cachoeirinha,Tocantins,1703826,266,65591.0
Campos Lindos,Tocantins,1703842,688,169525.0
Cariri do Tocantins,Tocantins,1703867,179,31611.0
Carmolândia,Tocantins,1703883,195,41816.0
Carrasco Bonito,Tocantins,1703891,513,121959.0
Caseara,Tocantins,1703909,843,213156.0
Centenário,Tocantins,1704105,247,66513.0
Chapada da Natividade,Tocantins,1705102,360,94253.0
Chapada de Areia,Tocantins,1704600,164,32488.0
Colinas do Tocantins,Tocantins,1705508,1801,265795.0
Colméia,Tocantins,1716703,762,133299.0
Combinado,Tocantins,1705557,523,85324.0
Conceição do Tocantins,Tocantins,1705607,437,101313.0
Couto Magalhães,Tocantins,1706001,584,99915.0
Cristalândia,Tocantins,1706100,716,141202.0
Crixás do Tocantins,Tocantins,1706258,94,17960.0
Darcinópolis,Tocantins,1706506,472,95435.0
Dianópolis,Tocantins,1707009,1229,240852.0
Divinópolis do Tocantins,Tocantins,1707108,637,123204.0
Dois Irmãos do Tocantins,Tocantins,1707207,959,179852.0
Dueré,Tocantins,1707306,361,67501.0
Esperantina,Tocantins,1707405,1155,284102.0
Fátima,Tocantins,1707553,268,52397.0
Figueirópolis,Tocantins,1707652,368,63331.0
Filadélfia,Tocantins,1707702,928,190032.0
Formoso do Araguaia,Tocantins,1708205,1347,228869.0
Fortaleza do Tabocão,Tocantins,1708254,441,90313.0
Goianorte,Tocantins,1708304,805,181396.0
Goiatins,Tocantins,1709005,1596,406370.0
Guaraí,Tocantins,1709302,1165,195901.0
Gurupi,Tocantins,1709500,2485,344941.0
Ipueiras,Tocantins,1709807,213,46723.0
Itacajá,Tocantins,1710508,981,282105.0
Itaguatins,Tocantins,1710706,665,114823.0
Itapiratins,Tocantins,1710904,522,79128.0
Itaporã do Tocantins,Tocantins,1711100,176,27706.0
Jaú do Tocantins,Tocantins,1711506,357,62405.0
Juarina,Tocantins,1711803,212,37770.0
Lagoa da Confusão,Tocantins,1711902,937,243474.0
Lagoa do Tocantins,Tocantins,1711951,401,95368.0
Lajeado,Tocantins,1712009,183,36154.0
Lavandeira,Tocantins,1712157,150,31599.0
Lizarda,Tocantins,1712405,394,119083.0
Luzinópolis,Tocantins,1712454,237,55656.0
Marianópolis do Tocantins,Tocantins,1712504,381,72723.0
Mateiros,Tocantins,1712702,157,34273.0
Maurilândia do Tocantins,Tocantins,1712801,362,66391.0
Miracema do Tocantins,Tocantins,1713205,1330,225841.0
Miranorte,Tocantins,1713304,1057,176089.0
Monte do Carmo,Tocantins,1713601,688,174586.0
Monte Santo do Tocantins,Tocantins,1713700,308,58995.0
Muricilândia,Tocantins,1713957,338,82509.0
Natividade,Tocantins,1714203,697,133199.0
Nazaré,Tocantins,1714302,512,107116.0
Nova Olinda,Tocantins,1714880,1025,205013.0
Nova Rosalândia,Tocantins,1715002,411,100154.0
Novo Acordo,Tocantins,1715101,425,125881.0
Novo Alegre,Tocantins,1715150,168,36104.0
Novo Jardim,Tocantins,1715259,279,48640.0
Oliveira de Fátima,Tocantins,1715507,136,32491.0
Palmas,Tocantins,1721000,11378,2029332.0
Palmeirante,Tocantins,1715705,524,106609.0
Palmeiras do Tocantins,Tocantins,1713809,728,155573.0
Palmeirópolis,Tocantins,1715754,511,94903.0
Paraíso do Tocantins,Tocantins,1716109,1543,247102.0
Paranã,Tocantins,1716208,1627,415599.0
Pau D'Arco,Tocantins,1716307,453,85180.0
Pedro Afonso,Tocantins,1716505,666,111361.0
Peixe,Tocantins,1716604,800,152290.0
Pequizeiro,Tocantins,1716653,542,88656.0
Pindorama do Tocantins,Tocantins,1717008,493,106712.0
Piraquê,Tocantins,1717206,372,72309.0
Pium,Tocantins,1717503,307,44589.0
Ponte Alta do Bom Jesus,Tocantins,1717800,558,109248.0
Ponte Alta do Tocantins,Tocantins,1717909,627,128528.0
Porto Alegre do Tocantins,Tocantins,1718006,300,63036.0
Porto Nacional,Tocantins,1718204,3364,590839.0
Praia Norte,Tocantins,1718303,783,137269.0
Presidente Kennedy,Tocantins,1718402,328,68242.0
Pugmil,Tocantins,1718451,232,48260.0
Recursolândia,Tocantins,1718501,493,141148.0
Riachinho,Tocantins,1718550,523,92294.0
Rio da Conceição,Tocantins,1718659,147,26504.0
Rio dos Bois,Tocantins,1718709,288,53654.0
Rio Sono,Tocantins,1718758,666,181747.0
Sampaio,Tocantins,1718808,686,159238.0
Sandolândia,Tocantins,1718840,237,43605.0
Santa Fé do Araguaia,Tocantins,1718865,422,57799.0
Santa Maria do Tocantins,Tocantins,1718881,265,61760.0
Santa Rita do Tocantins,Tocantins,1718899,159,28032.0
Santa Rosa do Tocantins,Tocantins,1718907,470,97080.0
Santa Tereza do Tocantins,Tocantins,1719004,172,36515.0
Santa Terezinha do Tocantins,Tocantins,1720002,236,38618.0
São Bento do Tocantins,Tocantins,1720101,491,126271.0
São Félix do Tocantins,Tocantins,1720150,136,29936.0
São Miguel do Tocantins,Tocantins,1720200,1517,289958.0
São Salvador do Tocantins,Tocantins,1720259,295,74478.0
São Sebastião do Tocantins,Tocantins,1720309,712,191404.0
São Valério,Tocantins,1720499,484,87306.0
Silvanópolis,Tocantins,1720655,803,168886.0
Sítio Novo do Tocantins,Tocantins,1720804,1104,218454.0
Sucupira,Tocantins,1720853,133,21624.0
Taguatinga,Tocantins,1720903,2084,474706.0
Taipas do Tocantins,Tocantins,1720937,178,46275.0
Talismã,Tocantins,1720978,163,34804.0
Tocantínia,Tocantins,1721109,864,297891.0
Tocantinópolis,Tocantins,1721208,2024,509907.0
Tupirama,Tocantins,1721257,98,23941.0
Tupiratins,Tocantins,1721307,193,46010.0
Wanderlândia,Tocantins,1722081,1270,257595.0
Xambioá,Tocantins,1722107,1187,210184.0
Açailândia,Maranhão,2100055,7912,1260000.0
Afonso Cunha,Maranhão,2100105,1369,305448.0
Água Doce do Maranhão,Maranhão,2100154,2431,554670.0
Alcântara,Maranhão,2100204,5464,1262594.0
Aldeias Altas,Maranhão,2100303,3537,676653.0
Altamira do Maranhão,Maranhão,2100402,1265,244314.0
Alto Alegre do Maranhão,Maranhão,2100436,3804,873655.0
Alto Alegre do Pindaré,Maranhão,2100477,4329,1313552.0
Alto Parnaíba,Maranhão,2100501,1176,255638.0
Amapá do Maranhão,Maranhão,2100550,1293,338549.0
Amarante do Maranhão,Maranhão,2100600,4406,1035540.0
Anajatuba,Maranhão,2100709,5814,1609972.0
Anapurus,Maranhão,2100808,3483,1146954.0
Apicum-Açu,Maranhão,2100832,3866,1172024.0
Araguanã,Maranhão,2100873,2065,439173.0
Araioses,Maranhão,2100907,7009,1404669.0
Arame,Maranhão,2100956,4446,934935.0
Arari,Maranhão,2101004,4906,1090656.0
Axixá,Maranhão,2101103,2303,713590.0
Bacabal,Maranhão,2101202,11763,2281043.0
Bacabeira,Maranhão,2101251,2875,511460.0
Bacuri,Maranhão,2101301,2751,590881.0
Bacurituba,Maranhão,2101350,987,239822.0
Balsas,Maranhão,2101400,7853,1507229.0
Barão de Grajaú,Maranhão,2101509,3106,490277.0
Barra do Corda,Maranhão,2101608,9445,1606180.0
Barreirinhas,Maranhão,2101707,11041,2578903.0
Bela Vista do Maranhão,Maranhão,2101772,2431,569629.0
Belágua,Maranhão,2101731,1646,528713.0
Benedito Leite,Maranhão,2101806,1039,263456.0
Bequimão,Maranhão,2101905,3417,789664.0
Bernardo do Mearim,Maranhão,2101939,854,167265.0
Boa Vista do Gurupi,Maranhão,2101970,1407,354601.0
Bom Jardim,Maranhão,2102002,5085,1237357.0
Bom Jesus das Selvas,Maranhão,2102036,4540,883912.0
Bom Lugar,Maranhão,2102077,2201,421477.0
Brejo,Maranhão,2102101,6338,1997778.0
Brejo de Areia,Maranhão,2102150,1688,481620.0
Buriti,Maranhão,2102200,4819,1225030.0
Buriti Bravo,Maranhão,2102309,3735,768655.0
Buriticupu,Maranhão,2102325,6206,1165847.0
Buritirana,Maranhão,2102358,2396,654768.0
Cachoeira Grande,Maranhão,2102374,1992,655395.0
Cajapió,Maranhão,2102408,1959,491234.0
Cajari,Maranhão,2102507,4151,1265277.0
Campestre do Maranhão,Maranhão,2102556,1430,286334.0
Cândido Mendes,Maranhão,2102606,3776,876841.0
Cantanhede,Maranhão,2102705,3477,855202.0
Capinzal do Norte,Maranhão,2102754,2480,580882.0
Carolina,Maranhão,2102804,2938,689625.0
Carutapera,Maranhão,2102903,5000,1306793.0
Caxias,Maranhão,2103000,17402,2971973.0
Cedral,Maranhão,2103109,2200,466986.0
Central do Maranhão,Maranhão,2103125,1848,451052.0
Centro do Guilherme,Maranhão,2103158,2023,527633.0
Centro Novo do Maranhão,Maranhão,2103174,3053,865862.0
Chapadinha,Maranhão,2103208,13402,3494928.0
Cidelândia,Maranhão,2103257,2410,635021.0
Codó,Maranhão,2103307,12319,2247708.0
Coelho Neto,Maranhão,2103406,6346,1320702.0
Colinas,Maranhão,2103505,6560,1707572.0
Conceição do Lago-Açu,Maranhão,2103554,2843,907993.0
Coroatá,Maranhão,2103604,9184,2125026.0
Cururupu,Maranhão,2103703,6645,1467252.0
Davinópolis,Maranhão,2103752,1468,247261.0
Dom Pedro,Maranhão,2103802,3575,659268.0
Duque Bacelar,Maranhão,2103901,1870,530787.0
Esperantinópolis,Maranhão,2104008,3155,788281.0
Estreito,Maranhão,2104057,3271,543735.0
Feira Nova do Maranhão,Maranhão,2104073,1255,303494.0
Fernando Falcão,Maranhão,2104081,1873,475207.0
Formosa da Serra Negra,Maranhão,2104099,2720,813837.0
Fortaleza dos Nogueiras,Maranhão,2104107,1986,462343.0
Fortuna,Maranhão,2104206,2776,687276.0
Godofredo Viana,Maranhão,2104305,1676,365541.0
Gonçalves Dias,Maranhão,2104404,3066,657009.0
Governador Archer,Maranhão,2104503,1587,275265.0
Governador Edison Lobão,Maranhão,2104552,1961,344317.0
Governador Eugênio Barros,Maranhão,2104602,2381,657456.0
Governador Luiz Rocha,Maranhão,2104628,1019,250897.0
Governador Newton Bello,Maranhão,2104651,1816,485848.0
Governador Nunes Freire,Maranhão,2104677,3951,1047039.0
Graça Aranha,Maranhão,2104701,1004,188619.0
Grajaú,Maranhão,2104800,9222,1808068.0
Guimarães,Maranhão,2104909,2428,552796.0
Humberto de Campos,Maranhão,2105005,4468,1102009.0
Icatu,Maranhão,2105104,4431,1292685.0
Igarapé do Meio,Maranhão,2105153,2570,751413.0
Igarapé Grande,Maranhão,2105203,1732,403901.0
Imperatriz,Maranhão,2105302,12915,2286497.0
Itaipava do Grajaú,Maranhão,2105351,2282,570399.0
Itapecuru Mirim,Maranhão,2105401,8203,1663969.0
Itinga do Maranhão,Maranhão,2105427,3640,755745.0
Jatobá,Maranhão,2105450,1700,413005.0
Jenipapo dos Vieiras,Maranhão,2105476,2225,566517.0
João Lisboa,Maranhão,2105500,3408,916435.0
Joselândia,Maranhão,2105609,2414,500780.0
Junco do Maranhão,Maranhão,2105658,927,272869.0
