Nome_Município,Nome_UF,Código Município Completo,Quantidade de Beneficiados,Valor
Uberaba,Minas Gerais,3170107,4657,916721.0
Uberlândia,Minas Gerais,3170206,10279,1835144.0
Umburatiba,Minas Gerais,3170305,328,91032.0
Unaí,Minas Gerais,3170404,3146,488437.0
União de Minas,Minas Gerais,3170438,366,76208.0
Uruana de Minas,Minas Gerais,3170479,472,97954.0
Urucânia,Minas Gerais,3170503,362,77383.0
Urucuia,Minas Gerais,3170529,1177,236346.0
Vargem Alegre,Minas Gerais,3170578,680,152219.0
Vargem Bonita,Minas Gerais,3170602,103,20620.0
Vargem Grande do Rio Pardo,Minas Gerais,3170651,585,130483.0
Varginha,Minas Gerais,3170701,1764,353020.0
Varjão de Minas,Minas Gerais,3170750,221,39399.0
Várzea da Palma,Minas Gerais,3170800,2017,275023.0
Varzelândia,Minas Gerais,3170909,2689,489399.0
Vazante,Minas Gerais,3171006,686,96515.0
Verdelândia,Minas Gerais,3171030,1020,258463.0
Veredinha,Minas Gerais,3171071,621,117430.0
Veríssimo,Minas Gerais,3171105,121,29053.0
Vermelho Novo,Minas Gerais,3171154,586,105497.0
Vespasiano,Minas Gerais,3171204,4159,1008351.0
Viçosa,Minas Gerais,3171303,2317,394768.0
Vieiras,Minas Gerais,3171402,289,60223.0
Virgem da Lapa,Minas Gerais,3171600,1252,196007.0
Virgínia,Minas Gerais,3171709,531,66117.0
Virginópolis,Minas Gerais,3171808,548,84286.0
Virgolândia,Minas Gerais,3171907,565,93324.0
Visconde do Rio Branco,Minas Gerais,3172004,1359,195729.0
Volta Grande,Minas Gerais,3172103,554,139450.0
Wenceslau Braz,Minas Gerais,3172202,102,17013.0
Afonso Cláudio,Espírito Santo,3200102,2244,355474.0
Água Doce do Norte,Espírito Santo,3200169,1646,267455.0
Águia Branca,Espírito Santo,3200136,586,92748.0
Alegre,Espírito Santo,3200201,1264,211280.0
Alfredo Chaves,Espírito Santo,3200300,471,84730.0
Alto Rio Novo,Espírito Santo,3200359,789,123237.0
Anchieta,Espírito Santo,3200409,1431,321283.0
Apiacá,Espírito Santo,3200508,824,124282.0
Aracruz,Espírito Santo,3200607,3382,697090.0
Atílio Vivacqua,Espírito Santo,3200706,409,79588.0
Baixo Guandu,Espírito Santo,3200805,1819,285731.0
Barra de São Francisco,Espírito Santo,3200904,2376,380982.0
Boa Esperança,Espírito Santo,3201001,1118,207791.0
Bom Jesus do Norte,Espírito Santo,3201100,492,80462.0
Brejetuba,Espírito Santo,3201159,883,114933.0
Cachoeiro de Itapemirim,Espírito Santo,3201209,4908,1068787.0
Cariacica,Espírito Santo,3201308,16429,3745826.0
Castelo,Espírito Santo,3201407,980,177170.0
Colatina,Espírito Santo,3201506,2921,399251.0
Conceição da Barra,Espírito Santo,3201605,1928,358172.0
Conceição do Castelo,Espírito Santo,3201704,549,95877.0
Divino de São Lourenço,Espírito Santo,3201803,316,43932.0
Domingos Martins,Espírito Santo,3201902,930,154541.0
Dores do Rio Preto,Espírito Santo,3202009,391,66989.0
Ecoporanga,Espírito Santo,3202108,1776,321141.0
Fundão,Espírito Santo,3202207,839,169115.0
Governador Lindenberg,Espírito Santo,3202256,429,58824.0
Guaçuí,Espírito Santo,3202306,1738,291040.0
Guarapari,Espírito Santo,3202405,4301,730053.0
Ibatiba,Espírito Santo,3202454,1185,153877.0
Ibiraçu,Espírito Santo,3202504,435,66302.0
Ibitirama,Espírito Santo,3202553,895,147445.0
Iconha,Espírito Santo,3202603,333,49962.0
Irupi,Espírito Santo,3202652,1123,131984.0
Itaguaçu,Espírito Santo,3202702,935,151327.0
Itapemirim,Espírito Santo,3202801,1913,348732.0
Itarana,Espírito Santo,3202900,364,51974.0
Iúna,Espírito Santo,3203007,1320,186592.0
Jaguaré,Espírito Santo,3203056,2069,392516.0
Jerônimo Monteiro,Espírito Santo,3203106,644,122378.0
João Neiva,Espírito Santo,3203130,499,66683.0
Laranja da Terra,Espírito Santo,3203163,708,110440.0
Linhares,Espírito Santo,3203205,6355,1043837.0
Mantenópolis,Espírito Santo,3203304,1152,195093.0
Marataízes,Espírito Santo,3203320,2286,385711.0
Marechal Floriano,Espírito Santo,3203346,441,70229.0
Marilândia,Espírito Santo,3203353,361,55571.0
Mimoso do Sul,Espírito Santo,3203403,2030,314780.0
Montanha,Espírito Santo,3203502,1820,351202.0
Mucurici,Espírito Santo,3203601,551,103455.0
Muniz Freire,Espírito Santo,3203700,1004,160974.0
Muqui,Espírito Santo,3203809,1116,235967.0
Nova Venécia,Espírito Santo,3203908,2445,420436.0
Pancas,Espírito Santo,3204005,1314,203011.0
Pedro Canário,Espírito Santo,3204054,1599,288641.0
Pinheiros,Espírito Santo,3204104,1844,354694.0
Piúma,Espírito Santo,3204203,795,116372.0
Ponto Belo,Espírito Santo,3204252,937,204277.0
Presidente Kennedy,Espírito Santo,3204302,1250,239047.0
Rio Bananal,Espírito Santo,3204351,877,131337.0
Rio Novo do Sul,Espírito Santo,3204401,446,91038.0
Santa Leopoldina,Espírito Santo,3204500,683,125208.0
Santa Maria de Jetibá,Espírito Santo,3204559,1256,191037.0
Santa Teresa,Espírito Santo,3204609,582,101469.0
São Domingos do Norte,Espírito Santo,3204658,482,94169.0
São Gabriel da Palha,Espírito Santo,3204708,1055,162546.0
São José do Calçado,Espírito Santo,3204807,736,128032.0
São Mateus,Espírito Santo,3204906,5703,1102800.0
São Roque do Canaã,Espírito Santo,3204955,418,76210.0
Serra,Espírito Santo,3205002,17990,3960746.0
Sooretama,Espírito Santo,3205010,1428,256137.0
Vargem Alta,Espírito Santo,3205036,704,119878.0
Venda Nova do Imigrante,Espírito Santo,3205069,578,76557.0
Viana,Espírito Santo,3205101,3910,848158.0
Vila Pavão,Espírito Santo,3205150,549,76852.0
Vila Valério,Espírito Santo,3205176,774,112239.0
Vila Velha,Espírito Santo,3205200,8958,1830583.0
Vitória,Espírito Santo,3205309,11535,2729117.0
Angra dos Reis,Rio de Janeiro,3300100,8208,1873413.0
Aperibé,Rio de Janeiro,3300159,546,108959.0
Araruama,Rio de Janeiro,3300209,10204,2132482.0
Areal,Rio de Janeiro,3300225,811,155510.0
Armação dos Búzios,Rio de Janeiro,3300233,1317,280622.0
Arraial do Cabo,Rio de Janeiro,3300258,1221,188030.0
Barra do Piraí,Rio de Janeiro,3300308,3824,902992.0
Barra Mansa,Rio de Janeiro,3300407,5269,1304561.0
Belford Roxo,Rio de Janeiro,3300456,42269,8651369.0
Bom Jardim,Rio de Janeiro,3300506,909,187282.0
Bom Jesus do Itabapoana,Rio de Janeiro,3300605,1910,300181.0
Cabo Frio,Rio de Janeiro,3300704,8020,1702332.0
Cachoeiras de Macacu,Rio de Janeiro,3300803,4488,946060.0
Cambuci,Rio de Janeiro,3300902,1176,233320.0
Campos dos Goytacazes,Rio de Janeiro,3301009,35321,8461211.0
Cantagalo,Rio de Janeiro,3301108,873,176712.0
Carapebus,Rio de Janeiro,3300936,927,234759.0
Cardoso Moreira,Rio de Janeiro,3301157,911,148008.0
Carmo,Rio de Janeiro,3301207,1529,299796.0
Casimiro de Abreu,Rio de Janeiro,3301306,1516,339194.0
Comendador Levy Gasparian,Rio de Janeiro,3300951,411,104697.0
Conceição de Macabu,Rio de Janeiro,3301405,1619,345302.0
Cordeiro,Rio de Janeiro,3301504,779,147130.0
Duas Barras,Rio de Janeiro,3301603,510,101243.0
Duque de Caxias,Rio de Janeiro,3301702,43554,7870873.0
Engenheiro Paulo de Frontin,Rio de Janeiro,3301801,845,198100.0
Guapimirim,Rio de Janeiro,3301850,4798,1167078.0
Iguaba Grande,Rio de Janeiro,3301876,1651,287185.0
Itaboraí,Rio de Janeiro,3301900,16331,3794510.0
Itaguaí,Rio de Janeiro,3302007,7153,1306179.0
Italva,Rio de Janeiro,3302056,884,179445.0
Itaocara,Rio de Janeiro,3302106,1164,169416.0
Itaperuna,Rio de Janeiro,3302205,3062,523908.0
Itatiaia,Rio de Janeiro,3302254,1350,352857.0
Japeri,Rio de Janeiro,3302270,8635,2161064.0
Laje do Muriaé,Rio de Janeiro,3302304,709,131163.0
Macaé,Rio de Janeiro,3302403,9107,2141568.0
Macuco,Rio de Janeiro,3302452,411,65321.0
Magé,Rio de Janeiro,3302502,15929,3251979.0
Mangaratiba,Rio de Janeiro,3302601,1440,325710.0
Maricá,Rio de Janeiro,3302700,5925,1052070.0
Mendes,Rio de Janeiro,3302809,912,198731.0
Mesquita,Rio de Janeiro,3302858,10031,2238781.0
Miguel Pereira,Rio de Janeiro,3302908,1584,355698.0
Miracema,Rio de Janeiro,3303005,2112,513052.0
Natividade,Rio de Janeiro,3303104,967,180804.0
Nilópolis,Rio de Janeiro,3303203,6942,1258782.0
Niterói,Rio de Janeiro,3303302,13385,2963881.0
Nova Friburgo,Rio de Janeiro,3303401,4461,880128.0
Nova Iguaçu,Rio de Janeiro,3303500,55347,13766088.0
Paracambi,Rio de Janeiro,3303609,4298,951994.0
Paraíba do Sul,Rio de Janeiro,3303708,1587,278791.0
Paraty,Rio de Janeiro,3303807,1632,318252.0
Paty do Alferes,Rio de Janeiro,3303856,1786,328269.0
Petrópolis,Rio de Janeiro,3303906,8608,1946047.0
Pinheiral,Rio de Janeiro,3303955,1461,363240.0
Piraí,Rio de Janeiro,3304003,1598,399675.0
Porciúncula,Rio de Janeiro,3304102,953,188837.0
Porto Real,Rio de Janeiro,3304110,1220,307113.0
Quatis,Rio de Janeiro,3304128,637,146744.0
Queimados,Rio de Janeiro,3304144,10545,2226108.0
Quissamã,Rio de Janeiro,3304151,1559,353706.0
Resende,Rio de Janeiro,3304201,2562,638922.0
Rio Bonito,Rio de Janeiro,3304300,4715,1081534.0
Rio Claro,Rio de Janeiro,3304409,796,165372.0
Rio das Flores,Rio de Janeiro,3304508,521,114105.0
Rio das Ostras,Rio de Janeiro,3304524,5851,1262556.0
Rio de Janeiro,Rio de Janeiro,3304557,210526,40415653.0
Santa Maria Madalena,Rio de Janeiro,3304607,486,99417.0
Santo Antônio de Pádua,Rio de Janeiro,3304706,1432,225257.0
São Fidélis,Rio de Janeiro,3304805,3004,599820.0
São Francisco de Itabapoana,Rio de Janeiro,3304755,4529,823396.0
São Gonçalo,Rio de Janeiro,3304904,50476,9565080.0
São João da Barra,Rio de Janeiro,3305000,3171,731416.0
São João de Meriti,Rio de Janeiro,3305109,14632,3254241.0
São José de Ubá,Rio de Janeiro,3305133,523,87225.0
São José do Vale do Rio Preto,Rio de Janeiro,3305158,989,181114.0
São Pedro da Aldeia,Rio de Janeiro,3305208,4424,995813.0
São Sebastião do Alto,Rio de Janeiro,3305307,617,103416.0
Sapucaia,Rio de Janeiro,3305406,936,164783.0
Saquarema,Rio de Janeiro,3305505,2853,491063.0
Seropédica,Rio de Janeiro,3305554,7038,1617907.0
Silva Jardim,Rio de Janeiro,3305604,1987,382332.0
Sumidouro,Rio de Janeiro,3305703,1424,230468.0
Tanguá,Rio de Janeiro,3305752,2969,648604.0
Teresópolis,Rio de Janeiro,3305802,4573,978125.0
Trajano de Moraes,Rio de Janeiro,3305901,767,138011.0
Três Rios,Rio de Janeiro,3306008,4696,1102946.0
Valença,Rio de Janeiro,3306107,4457,964172.0
Varre-Sai,Rio de Janeiro,3306156,983,169075.0
Vassouras,Rio de Janeiro,3306206,1333,247485.0
Volta Redonda,Rio de Janeiro,3306305,10114,2475864.0
Adamantina,São Paulo,3500105,282,42100.0
Adolfo,São Paulo,3500204,133,27128.0
Aguaí,São Paulo,3500303,1060,193276.0
Águas da Prata,São Paulo,3500402,132,27568.0
Águas de Lindóia,São Paulo,3500501,249,49691.0
Águas de Santa Bárbara,São Paulo,3500550,339,68094.0
Águas de São Pedro,São Paulo,3500600,33,6054.0
Agudos,São Paulo,3500709,860,154452.0
Alambari,São Paulo,3500758,154,19037.0
Alfredo Marcondes,São Paulo,3500808,163,28607.0
Altair,São Paulo,3500907,126,18452.0
Altinópolis,São Paulo,3501004,695,178090.0
Alto Alegre,São Paulo,3501103,146,33483.0
Alumínio,São Paulo,3501152,477,91276.0
Álvares Florence,São Paulo,3501202,84,15496.0
Álvares Machado,São Paulo,3501301,1161,214636.0
Álvaro de Carvalho,São Paulo,3501400,231,57192.0
Alvinlândia,São Paulo,3501509,135,20437.0
Americana,São Paulo,3501608,3218,727830.0
Américo Brasiliense,São Paulo,3501707,554,113113.0
Américo de Campos,São Paulo,3501806,173,24454.0
Amparo,São Paulo,3501905,797,155124.0
Analândia,São Paulo,3502002,163,40838.0
Andradina,São Paulo,3502101,1668,358037.0
Angatuba,São Paulo,3502200,745,110567.0
Anhembi,São Paulo,3502309,376,73325.0
Anhumas,São Paulo,3502408,134,22703.0
Aparecida,São Paulo,3502507,662,94115.0
Aparecida d'Oeste,São Paulo,3502606,245,52446.0
Apiaí,São Paulo,3502705,1818,330358.0
Araçariguama,São Paulo,3502754,884,183051.0
Araçatuba,São Paulo,3502804,3511,638749.0
Araçoiaba da Serra,São Paulo,3502903,846,161405.0
Aramina,São Paulo,3503000,169,34011.0
Arandu,São Paulo,3503109,225,42664.0
Arapeí,São Paulo,3503158,137,29758.0
Araraquara,São Paulo,3503208,3513,645246.0
Araras,São Paulo,3503307,4885,1001447.0
Arco-Íris,São Paulo,3503356,130,30714.0
Arealva,São Paulo,3503406,223,44819.0
Areias,São Paulo,3503505,292,59727.0
Areiópolis,São Paulo,3503604,329,55732.0
Ariranha,São Paulo,3503703,149,23137.0
Artur Nogueira,São Paulo,3503802,932,146145.0
Arujá,São Paulo,3503901,3369,575110.0
Aspásia,São Paulo,3503950,62,13439.0
Assis,São Paulo,3504008,1994,322868.0
Atibaia,São Paulo,3504107,2426,475595.0
Auriflama,São Paulo,3504206,128,21333.0
Avaí,São Paulo,3504305,291,55834.0
Avanhandava,São Paulo,3504404,792,153358.0
Avaré,São Paulo,3504503,2146,408059.0
Bady Bassitt,São Paulo,3504602,205,35588.0
Balbinos,São Paulo,3504701,96,24410.0
Bálsamo,São Paulo,3504800,139,21366.0
Bananal,São Paulo,3504909,538,86303.0
Barão de Antonina,São Paulo,3505005,263,44802.0
Barbosa,São Paulo,3505104,361,81752.0
Bariri,São Paulo,3505203,622,146911.0
Barra Bonita,São Paulo,3505302,884,198755.0
Barra do Chapéu,São Paulo,3505351,675,131658.0
Barra do Turvo,São Paulo,3505401,631,112297.0
Barretos,São Paulo,3505500,2605,565829.0
Barrinha,São Paulo,3505609,1589,384257.0
Barueri,São Paulo,3505708,7557,1471392.0
Bastos,São Paulo,3505807,327,48010.0
Batatais,São Paulo,3505906,1667,373303.0
Bauru,São Paulo,3506003,8915,1687933.0
Bebedouro,São Paulo,3506102,1998,397310.0
Bento de Abreu,São Paulo,3506201,114,25254.0
Bernardino de Campos,São Paulo,3506300,510,124600.0
Bertioga,São Paulo,3506359,2805,591108.0
Bilac,São Paulo,3506409,172,33530.0
Birigui,São Paulo,3506508,1736,323725.0
Biritiba Mirim,São Paulo,3506607,1670,304762.0
Boa Esperança do Sul,São Paulo,3506706,734,177183.0
Bocaina,São Paulo,3506805,289,56822.0
Bofete,São Paulo,3506904,385,85185.0
Boituva,São Paulo,3507001,1464,246122.0
Bom Jesus dos Perdões,São Paulo,3507100,1101,225072.0
Bom Sucesso de Itararé,São Paulo,3507159,364,54921.0
Borá,São Paulo,3507209,44,6376.0
Boracéia,São Paulo,3507308,225,64352.0
Borborema,São Paulo,3507407,369,70413.0
Borebi,São Paulo,3507456,126,23959.0
Botucatu,São Paulo,3507506,2794,524769.0
Bragança Paulista,São Paulo,3507605,3311,523950.0
Braúna,São Paulo,3507704,320,79017.0
Brejo Alegre,São Paulo,3507753,190,32719.0
Brodowski,São Paulo,3507803,526,82979.0
Brotas,São Paulo,3507902,338,55322.0
Buri,São Paulo,3508009,1471,351789.0
Buritama,São Paulo,3508108,962,199984.0
Buritizal,São Paulo,3508207,198,43182.0
Cabrália Paulista,São Paulo,3508306,171,33046.0
Cabreúva,São Paulo,3508405,857,170982.0
Caçapava,São Paulo,3508504,2016,347713.0
Cachoeira Paulista,São Paulo,3508603,1798,486260.0
Caconde,São Paulo,3508702,1016,225588.0
Cafelândia,São Paulo,3508801,361,62278.0
Caiabu,São Paulo,3508900,124,22479.0
Caieiras,São Paulo,3509007,1450,256813.0
Caiuá,São Paulo,3509106,399,73113.0
Cajamar,São Paulo,3509205,5640,1349709.0
Cajati,São Paulo,3509254,1371,257828.0
Cajobi,São Paulo,3509304,493,103155.0
Cajuru,São Paulo,3509403,786,185122.0
Campina do Monte Alegre,São Paulo,3509452,249,48623.0
Campinas,São Paulo,3509502,30228,6167907.0
Campo Limpo Paulista,São Paulo,3509601,2139,486323.0
Campos do Jordão,São Paulo,3509700,827,123307.0
Campos Novos Paulista,São Paulo,3509809,249,39152.0
Cananéia,São Paulo,3509908,556,88713.0
Canas,São Paulo,3509957,363,97236.0
Cândido Mota,São Paulo,3510005,721,109019.0
Cândido Rodrigues,São Paulo,3510104,84,19147.0
Canitar,São Paulo,3510153,275,59997.0
Capão Bonito,São Paulo,3510203,3382,585070.0
Capela do Alto,São Paulo,3510302,1082,248713.0
Capivari,São Paulo,3510401,2496,595009.0
Caraguatatuba,São Paulo,3510500,4571,795211.0
Carapicuíba,São Paulo,3510609,17624,4002445.0
Cardoso,São Paulo,3510708,245,37041.0
Casa Branca,São Paulo,3510807,993,208626.0
Cássia dos Coqueiros,São Paulo,3510906,89,14535.0
Castilho,São Paulo,3511003,564,102578.0
Catanduva,São Paulo,3511102,1347,256501.0
Catiguá,São Paulo,3511201,214,40201.0
Cedral,São Paulo,3511300,120,23970.0
Cerqueira César,São Paulo,3511409,516,97092.0
Cerquilho,São Paulo,3511508,448,101944.0
Cesário Lange,São Paulo,3511607,303,50141.0
Charqueada,São Paulo,3511706,643,151031.0
Chavantes,São Paulo,3557204,589,107493.0
Clementina,São Paulo,3511904,262,46768.0
Colina,São Paulo,3512001,586,111498.0
Colômbia,São Paulo,3512100,440,100896.0
Conchal,São Paulo,3512209,1458,300203.0
Conchas,São Paulo,3512308,561,110720.0
Cordeirópolis,São Paulo,3512407,538,84084.0
Coroados,São Paulo,3512506,230,47730.0
Coronel Macedo,São Paulo,3512605,254,43739.0
Corumbataí,São Paulo,3512704,133,28826.0
Cosmópolis,São Paulo,3512803,1250,236166.0
Cosmorama,São Paulo,3512902,356,73112.0
Cotia,São Paulo,3513009,4016,933759.0
Cravinhos,São Paulo,3513108,1295,302758.0
Cristais Paulista,São Paulo,3513207,266,49979.0
Cruzália,São Paulo,3513306,66,11561.0
Cruzeiro,São Paulo,3513405,2353,363339.0
Cubatão,São Paulo,3513504,5292,1000546.0
Cunha,São Paulo,3513603,1459,221525.0
Descalvado,São Paulo,3513702,554,85842.0
Diadema,São Paulo,3513801,14046,2926664.0
Dirce Reis,São Paulo,3513850,42,7644.0
Divinolândia,São Paulo,3513900,409,90484.0
Dobrada,São Paulo,3514007,390,76890.0
Dois Córregos,São Paulo,3514106,800,159198.0
Dolcinópolis,São Paulo,3514205,72,13757.0
Dourado,São Paulo,3514304,392,84361.0
Dracena,São Paulo,3514403,657,110456.0
Duartina,São Paulo,3514502,367,50032.0
Dumont,São Paulo,3514601,301,54444.0
Echaporã,São Paulo,3514700,434,101579.0
Eldorado,São Paulo,3514809,960,178149.0
Elias Fausto,São Paulo,3514908,897,255206.0
Elisiário,São Paulo,3514924,134,35825.0
Embaúba,São Paulo,3514957,50,9346.0
Embu das Artes,São Paulo,3515004,12184,2393394.0
Embu-Guaçu,São Paulo,3515103,4350,948793.0
Emilianópolis,São Paulo,3515129,125,20089.0
Engenheiro Coelho,São Paulo,3515152,566,96373.0
Espírito Santo do Pinhal,São Paulo,3515186,629,153428.0
Espírito Santo do Turvo,São Paulo,3515194,114,16851.0
Estiva Gerbi,São Paulo,3557303,264,48417.0
Estrela do Norte,São Paulo,3515301,72,14078.0
Estrela d'Oeste,São Paulo,3515202,168,34051.0
Euclides da Cunha Paulista,São Paulo,3515350,737,136055.0
Fartura,São Paulo,3515400,464,77985.0
Fernando Prestes,São Paulo,3515608,116,21636.0
Fernandópolis,São Paulo,3515509,1896,435187.0
Fernão,São Paulo,3515657,61,9960.0
Ferraz de Vasconcelos,São Paulo,3515707,7160,1704844.0
Flora Rica,São Paulo,3515806,69,11428.0
Floreal,São Paulo,3515905,102,20008.0
Flórida Paulista,São Paulo,3516002,551,110728.0
Florínea,São Paulo,3516101,207,40330.0
Franca,São Paulo,3516200,5611,1174561.0
Francisco Morato,São Paulo,3516309,10029,1982550.0
Franco da Rocha,São Paulo,3516408,6533,1513200.0
Gabriel Monteiro,São Paulo,3516507,48,9411.0
Gália,São Paulo,3516606,132,20093.0
Garça,São Paulo,3516705,1736,303973.0
Gastão Vidigal,São Paulo,3516804,84,13487.0
Gavião Peixoto,São Paulo,3516853,134,23857.0
General Salgado,São Paulo,3516903,211,40030.0
Getulina,São Paulo,3517000,396,89363.0
Glicério,São Paulo,3517109,198,44787.0
Guaiçara,São Paulo,3517208,343,67830.0
Guaimbê,São Paulo,3517307,404,70818.0
Guaíra,São Paulo,3517406,1285,233742.0
Guapiaçu,São Paulo,3517505,299,61151.0
Guapiara,São Paulo,3517604,1027,172075.0
Guará,São Paulo,3517703,716,149852.0
Guaraçaí,São Paulo,3517802,254,49794.0
Guaraci,São Paulo,3517901,550,105481.0
Guarani d'Oeste,São Paulo,3518008,81,13989.0
Guarantã,São Paulo,3518107,454,72622.0
Guararapes,São Paulo,3518206,590,89698.0
Guararema,São Paulo,3518305,1715,377998.0
Guaratinguetá,São Paulo,3518404,2398,555054.0
Guareí,São Paulo,3518503,382,65249.0
Guariba,São Paulo,3518602,1119,205845.0
Guarujá,São Paulo,3518701,8021,1410103.0
Guarulhos,São Paulo,3518800,35455,6381331.0
Guatapará,São Paulo,3518859,336,80396.0
Guzolândia,São Paulo,3518909,140,19058.0
Herculândia,São Paulo,3519006,412,71463.0
Holambra,São Paulo,3519055,64,18711.0
Hortolândia,São Paulo,3519071,7765,1823154.0
Iacanga,São Paulo,3519105,419,90416.0
Iacri,São Paulo,3519204,263,50144.0
Iaras,São Paulo,3519253,300,57876.0
Ibaté,São Paulo,3519303,1747,361219.0
Ibirá,São Paulo,3519402,403,81091.0
Ibirarema,São Paulo,3519501,618,145529.0
Ibitinga,São Paulo,3519600,1684,290442.0
Ibiúna,São Paulo,3519709,2486,611156.0
Icém,São Paulo,3519808,314,66393.0
Iepê,São Paulo,3519907,378,78052.0
Igaraçu do Tietê,São Paulo,3520004,1201,280845.0
Igarapava,São Paulo,3520103,533,81042.0
Igaratá,São Paulo,3520202,529,104454.0
Iguape,São Paulo,3520301,2312,422223.0
Ilha Comprida,São Paulo,3520426,656,125665.0
Ilha Solteira,São Paulo,3520442,336,57159.0
Ilhabela,São Paulo,3520400,558,126803.0
Indaiatuba,São Paulo,3520509,2056,307251.0
Indiana,São Paulo,3520608,207,41309.0
Indiaporã,São Paulo,3520707,212,34798.0
Inúbia Paulista,São Paulo,3520806,93,17623.0
Ipaussu,São Paulo,3520905,427,94126.0
Iperó,São Paulo,3521002,1201,209214.0
Ipeúna,São Paulo,3521101,178,33617.0
Ipiguá,São Paulo,3521150,172,31685.0
Iporanga,São Paulo,3521200,351,78545.0
Ipuã,São Paulo,3521309,525,104443.0
Iracemápolis,São Paulo,3521408,380,82090.0
Irapuã,São Paulo,3521507,324,69201.0
Irapuru,São Paulo,3521606,388,71245.0
Itaberá,São Paulo,3521705,1220,188204.0
Itaí,São Paulo,3521804,790,121111.0
Itajobi,São Paulo,3521903,369,69077.0
Itaju,São Paulo,3522000,80,17949.0
Itanhaém,São Paulo,3522109,8364,1784319.0
Itaoca,São Paulo,3522158,335,50691.0
Itapecerica da Serra,São Paulo,3522208,4471,808264.0
Itapetininga,São Paulo,3522307,3855,682279.0
Itapeva,São Paulo,3522406,3712,549566.0
Itapevi,São Paulo,3522505,9296,1876089.0
Itapira,São Paulo,3522604,1358,267245.0
Itapirapuã Paulista,São Paulo,3522653,503,87071.0
Itápolis,São Paulo,3522703,447,91605.0
Itaporanga,São Paulo,3522802,1025,183174.0
Itapuí,São Paulo,3522901,381,87102.0
Itapura,São Paulo,3523008,271,58085.0
Itaquaquecetuba,São Paulo,3523107,14405,2408737.0
Itararé,São Paulo,3523206,2421,447499.0
Itariri,São Paulo,3523305,874,183409.0
Itatiba,São Paulo,3523404,1456,278327.0
Itatinga,São Paulo,3523503,650,154898.0
Itirapina,São Paulo,3523602,606,149662.0
Itirapuã,São Paulo,3523701,600,171263.0
Itobi,São Paulo,3523800,255,38053.0
Itu,São Paulo,3523909,4624,969255.0
Itupeva,São Paulo,3524006,1375,290731.0
Ituverava,São Paulo,3524105,1182,251548.0
Jaborandi,São Paulo,3524204,198,35167.0
Jaboticabal,São Paulo,3524303,2343,396119.0
Jacareí,São Paulo,3524402,5402,946129.0
Jaci,São Paulo,3524501,113,23510.0
Jacupiranga,São Paulo,3524600,837,152983.0
Jaguariúna,São Paulo,3524709,946,212878.0
Jales,São Paulo,3524808,904,171485.0
Jambeiro,São Paulo,3524907,214,43083.0
Jandira,São Paulo,3525003,2476,274185.0
Jardinópolis,São Paulo,3525102,1063,198210.0
Jarinu,São Paulo,3525201,874,166040.0
Jaú,São Paulo,3525300,1715,252070.0
Jeriquara,São Paulo,3525409,163,29635.0
Joanópolis,São Paulo,3525508,295,54127.0
João Ramalho,São Paulo,3525607,180,35855.0
José Bonifácio,São Paulo,3525706,422,61431.0
Júlio Mesquita,São Paulo,3525805,285,49749.0
Jumirim,São Paulo,3525854,71,16773.0
Jundiaí,São Paulo,3525904,3896,709455.0
Junqueirópolis,São Paulo,3526001,733,162833.0
Juquiá,São Paulo,3526100,968,185514.0
Juquitiba,São Paulo,3526209,2083,322892.0
Lagoinha,São Paulo,3526308,279,49744.0
Laranjal Paulista,São Paulo,3526407,984,216402.0
Lavínia,São Paulo,3526506,138,26445.0
Lavrinhas,São Paulo,3526605,373,70366.0
Leme,São Paulo,3526704,1741,267698.0
Lençóis Paulista,São Paulo,3526803,1036,203327.0
Limeira,São Paulo,3526902,10042,2391890.0
Lindóia,São Paulo,3527009,149,22231.0
Lins,São Paulo,3527108,1564,242940.0
Lorena,São Paulo,3527207,2552,324347.0
Lourdes,São Paulo,3527256,93,24265.0
Louveira,São Paulo,3527306,976,216885.0
Lucélia,São Paulo,3527405,819,163085.0
Lucianópolis,São Paulo,3527504,77,15211.0
Luís Antônio,São Paulo,3527603,525,102550.0
Luiziânia,São Paulo,3527702,263,47795.0
Lupércio,São Paulo,3527801,135,22288.0
Lutécia,São Paulo,3527900,117,19153.0
Macatuba,São Paulo,3528007,253,38949.0
Macaubal,São Paulo,3528106,326,61393.0
Macedônia,São Paulo,3528205,92,15531.0
Magda,São Paulo,3528304,57,10213.0
Mairinque,São Paulo,3528403,1388,209718.0
Mairiporã,São Paulo,3528502,2401,374146.0
Manduri,São Paulo,3528601,261,47182.0
Marabá Paulista,São Paulo,3528700,335,76326.0
Maracaí,São Paulo,3528809,591,101531.0
Marapoama,São Paulo,3528858,104,22468.0
Mariápolis,São Paulo,3528908,214,39928.0
Marília,São Paulo,3529005,4858,917271.0
Marinópolis,São Paulo,3529104,67,12496.0
Martinópolis,São Paulo,3529203,1002,247391.0
Matão,São Paulo,3529302,1717,358568.0
Mauá,São Paulo,3529401,6256,1212465.0
Mendonça,São Paulo,3529500,77,10651.0
Meridiano,São Paulo,3529609,91,16495.0
Mesópolis,São Paulo,3529658,58,9429.0
Miguelópolis,São Paulo,3529708,1264,248317.0
Mineiros do Tietê,São Paulo,3529807,574,99954.0
Mira Estrela,São Paulo,3530003,74,11844.0
Miracatu,São Paulo,3529906,1662,302993.0
Mirandópolis,São Paulo,3530102,652,105955.0
